track_id,artist_id,audio_path,text,split,y_genre,y_tags,y_valence,y_arousal,duration_s
musiccaps_752bW5cjXzw_110_120,yt_752bW5cjXzw,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\752bW5cjXzw_110_120.mp3,This folk rock song features an electric guitar playing the main melody in the form of a solo. This is accompanied by fast paced percussion. Another guitar plays a galloping rhythm. A violin plays staccato notes at a fast tempo and the notes follow the root notes of the chords but at higher octaves. This is an instrumental song with no voices. This song has a hippie feel. This song can be played in a retro movie with a hippie theme.,test,-1,"[""folk rock"", ""no voices"", ""instrumental"", ""fast tempo"", ""low quality audio"", ""electric guitar"", ""distortion guitar"", ""fast paced percussion"", ""staccato violin"", ""uptempo""]",,,10.0
musiccaps_75UH33tO0Bo_30_40,yt_75UH33tO0Bo,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\75UH33tO0Bo_30_40.mp3,This country song features a female voice singing the main melody. The melody is a contemporary country song melody. This is accompanied by the kick drum playing on every count. A synth is playing a repetitive melody in the background using two note groups. A guitar plays chords in the background. The bass plays the root notes of the chords. The mood of this song is romantic. This song can be played in a romantic movie.,train,-1,"[""country song"", ""female voice"", ""bass"", ""kick drum"", ""guitar"", ""synth"", ""romantic mood"", ""moderate tempo""]",,,10.0
musiccaps_75_dMqpSM4o_100_110,yt_75_dMqpSM4o,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\75_dMqpSM4o_100_110.mp3,This song features a male voice singing the main melody. The quality of recording is low. The musical instruments are not clearly distinguishable. The voice is accompanied by simple percussion playing in common time. The bass plays a soul type groovy bassline. This song is romantic. This song can be used in a romantic movie.,test,-1,"[""low quality recording"", ""male voice"", ""bassline"", ""simple percussion"", ""soul music"", ""romantic theme"", ""moderate tempo""]",,,10.0
musiccaps_769EHEG4Mqc_0_10,yt_769EHEG4Mqc,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\769EHEG4Mqc_0_10.mp3,"The song is an instrumental. The tempo is medium fast with a strong techno drumming groove, strong bass line, keyboard harmony and various percussion hits. The song is energetic and passionate. The audio quality is poor.",test,-1,"[""techno dance music"", ""grunge keyboard tones"", ""poor audio quality"", ""dance-off"", ""energetic"", ""trance music"", ""club mix"", ""dj"", ""dance floor"", ""people dancing"", ""retro techno music"", ""groovy music"", ""electronic dance music"", ""various percussion hits"", ""keyboard harmony"", ""home music studio"", ""strong bass line"", ""medium fast tempo"", ""techno drumming""]",,,10.0
musiccaps_76ON0Ixrr9s_30_40,yt_76ON0Ixrr9s,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\76ON0Ixrr9s_30_40.mp3,"The low quality recording features an electric guitar melody playing. The melody fades out in the beginning and it starts playing again in the second part of the loop, where it has an echoing effect on. It gives off psychedelic vibes. The recording is noisy and in mono.",test,-1,"[""low quality"", ""mono"", ""noisy"", ""fading out"", ""electric guitar melody"", ""echoing effect"", ""psychedelic""]",,,10.0
musiccaps_770ZkZhGy6A_30_40,yt_770ZkZhGy6A,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\770ZkZhGy6A_30_40.mp3,This song has a lot of percussive elements. Also a catchy melody with arpeggios in the background rising and falling. A kick is playing every beat while motorbike sounds evade the soundscape. This song may be playing as an advertisement for a product.,test,-1,"[""electronic"", ""motorbike sounds"", ""percussive elements and tones"", ""electronic kick"", ""synthesizer""]",,,10.0
musiccaps_78BtX0oNXHQ_100_110,yt_78BtX0oNXHQ,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\78BtX0oNXHQ_100_110.mp3,This audio contains acoustic drums playing a kick on every beat along with a simple e-bass line. In the background you can hear the sound of wind and a wolf's howling. A tambourine like instrument reminds of christmas and a flute like instrument is playing an uplifting melody along with a piano sound hitting short chords in the mid to higher register. This song may be playing in a funny video around christmas time.,train,-1,"[""jingle"", ""e-bass"", ""acoustic drums"", ""wolf howling"", ""tambourine like instrument"", ""keys"", ""wind sounds"", ""flute like instrument"", ""medium to uptempo"", ""playful"", ""comedic atmosphere""]",,,10.0
musiccaps_78S8DnvLQDY_30_40,yt_78S8DnvLQDY,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\78S8DnvLQDY_30_40.mp3,"This is an amateur recording of a live beatboxing performance. The beatbox is being performed initially slowly and then at a fast tempo. The recording is a bit dated, so the quality is quite low. The sounds from the setting of the recording such as the crowd cheering for the performer can be heard. Parts of this recording can be lifted as samples to be used in beat-making.",test,-1,"[""beatboxing"", ""live performance"", ""amateur recording"", ""crowd cheering"", ""low quality""]",,,10.0
musiccaps_79tuMIiWMZ4_30_40,yt_79tuMIiWMZ4,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\79tuMIiWMZ4_30_40.mp3,This is a nu-metal piece performed live on the stage. There is a male vocal shouting the words at the end of the song. The electric guitar is repeating the same tune while the bass guitar is playing in the background. The drummer plays fills on the acoustic drums to provide the rhythmic background. There is a high energy atmosphere to this piece. It could be used in an ad targeted for teenagers.,test,-1,"[""nu-metal"", ""alternative"", ""live performance"", ""male vocal"", ""electric guitar"", ""repeated tune"", ""bass guitar"", ""acoustic drums"", ""energetic""]",,,10.0
musiccaps_7AC9RqECN5k_30_40,yt_7AC9RqECN5k,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7AC9RqECN5k_30_40.mp3,This choir song features male and female voices. The voices sing different parts. The female voices sing the soprano and alto parts. The male voices sing the tenor and bass parts. The voices sing in harmony. This is an acapella song. There are no instruments in this song. The song is a gospel hymn. This song can be played in a historic animation movie before a battle scene.,train,-1,"[""choir song"", ""male voices"", ""female voices"", ""no instruments"", ""acapella"", ""moderate tempo"", ""gospel hymn""]",,,10.0
musiccaps_7B1OAtD_VIA_30_40,yt_7B1OAtD_VIA,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7B1OAtD_VIA_30_40.mp3,"This audio contains a big soft kick drum hit along with a soft bassline changing into an even deeper octave. On top of that, violins and an acoustic guitar-like instrument are playing a melody. This recording has some reverb on it. This song may be playing in an adventure movie scene.",train,-1,"[""celticmusic"", ""violins"", ""drums"", ""bass"", ""guitarlike instrument"", ""medium tempo"", ""traditional"", ""epic""]",,,10.0
musiccaps_7DIPyJB4osY_30_40,yt_7DIPyJB4osY,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7DIPyJB4osY_30_40.mp3,"The low quality recording features a live performance of groovy wooden percussion. There is a wooden impact in the form of a wooden stick falling on the floor - which is a part of the groove. The recording is a bit noisy, due to a ventilation system, which also makes it very intimate.",val,-1,"[""low quality"", ""live performance"", ""groovy wooden percussions"", ""wooden impact"", ""noisy"", ""intimate""]",,,10.0
musiccaps_7FHzw4HV75Y_230_240,yt_7FHzw4HV75Y,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7FHzw4HV75Y_230_240.mp3,"The Regional Mexican song features a soft piano melody, rhythm acoustic guitar, smooth bass, addictive brass melody and passionate male vocal singing on top of it. It sounds soft, mellow, passionate and emotional.",train,-1,"[""regional mexican"", ""soft piano melody"", ""acoustic rhythm guitar"", ""smooth bass"", ""passionate male vocal"", ""addictive brass melody"", ""soft"", ""mellow"", ""emotional"", ""passionate""]",,,10.0
musiccaps_7FkuqqdWRhw_170_180,yt_7FkuqqdWRhw,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7FkuqqdWRhw_170_180.mp3,This is a pop R & B song with an electronic influence. We hear layers of synths driving the melodic component of the instrumental. The first synth has a repeated rapid motif that has the same beeping tone as a video game. The second synth is fuzzy and sustained.,train,-1,"[""pop r&b"", ""bright warm synths"", ""autotuned male vocals"", ""fuzzy synth"", ""smooth silky male r&b vocal"", ""beeping synth melody riff"", ""fast paced drum beat""]",,,10.0
musiccaps_7Ht_Vu1D8nc_30_40,yt_7Ht_Vu1D8nc,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7Ht_Vu1D8nc_30_40.mp3,"This music is a Bagpiper Instrumental. The tempo is slow with a droning , chanting melody. The melody of the music has middle eastern influences. The droning sound is incessant and hypnotic. It is charming ,sharp, and captivating.",train,-1,"[""instrumental"", ""slow tempo"", ""deliberate"", ""loud"", ""piper"", ""scottish instrument"", ""comforting"", ""sharp"", ""bagpiper"", ""double reed instrument"", ""bellows"", ""drone pipes"", ""wind instrument"", ""irish"", ""classical"", ""aerophone"", ""chanter"", ""droning"", ""sharp sounds"", ""complex harmony"", ""live performance"", ""live audience""]",,,10.0
musiccaps_7ITwarmdyfI_0_10,yt_7ITwarmdyfI,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7ITwarmdyfI_0_10.mp3,"This music is an instrumental with a lot of vocalisation and animated sounds. There are sounds of swishing, water bubbling, guitar string plonking, acoustic guitar riff, camera clicking pictures, kids screaming in glee, cheering and clapping. This music seems to be an introduction to a Show.",train,-1,"[""instrumental"", ""medium fast tempo"", ""acoustic guitar"", ""introduction music"", ""vocalisation"", ""animated sounds"", ""banjo riff"", ""water bubbling"", ""crowd cheering"", ""clapping"", ""kids screaming in joy"", ""funny"", ""hooting sound"", ""clicking sound"", ""guitar string plonk"", ""swishing sound"", ""camera sounds""]",,,10.0
musiccaps_7IllUjk5fk0_30_40,yt_7IllUjk5fk0,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7IllUjk5fk0_30_40.mp3,Low pitched female singer demonstrating vocal virtuosity in free time accompanied by bird sounds.,train,-1,"[""low pitched female singer"", ""bird sounds"", ""vocal virtuosity"", ""free time""]",,,10.0
musiccaps_7IndxxjZe1c_70_80,yt_7IndxxjZe1c,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7IndxxjZe1c_70_80.mp3,"70's jazz fusion featuring an eccentric male singer accompanied by drum kit, electric bass, electric piano and mallet percussion all playing odd meters and complex rhythms and staccato band hits. The music is quirky and complicated and features a drum fill.",train,-1,"[""quirky"", ""complicated"", ""eccentric male vocalist"", ""staccato band hits"", ""drum fill"", ""jazz fusion"", ""70's"", ""odd meter"", ""complex rhythms"", ""electric piano"", ""drums"", ""electric bass"", ""mallet percussion""]",,,10.0
musiccaps_7J6U-HE3Lko_100_110,yt_7J6U-HE3Lko,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7J6U-HE3Lko_100_110.mp3,"This song contains a acoustic drum playing a lot on the toms before changing to a groove with strong crash hits. A e-guitar is playing single notes in a very high pitch while the other e-guitar is playing a melody along with the bass in a lower register. A male voice is singing, almost streaming a melody on top. A male backing voice is supporting in between the breaks of the main singer. In the background you can hear male voices shouting. That seems not to be a part of the music. This song may be playing while running with headphones.",train,-1,"[""punk rock"", ""e-guitars"", ""acoustic drums"", ""e-bass"", ""male voice singing"", ""medium to uptempo"", ""male voices shouting""]",,,10.0
musiccaps_7JE2eBK1f9M_110_120,yt_7JE2eBK1f9M,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7JE2eBK1f9M_110_120.mp3,"This is a contemporary classical music piece. It is an instrumental piece. There is a strings section playing the chords while the violin in the lead is playing a dramatic tune. The piano is playing accentuated notes. There is a percussion line in the rhythmic background. There is a dramatic atmosphere that is full of suspense. This piece could be used in the soundtrack of a sci-fi drama movie, especially during the scenes where a big revelation is about to take place.",train,-1,"[""contemporary classical"", ""no singer"", ""instrumental"", ""violin"", ""strings"", ""piano"", ""percussion"", ""repeated theme"", ""dramatic"", ""suspense""]",,,10.0
musiccaps_7JMN4DdhwsM_10_20,yt_7JMN4DdhwsM,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7JMN4DdhwsM_10_20.mp3,This music is instrumental. The tempo is slow with a ukelele melody. The musician plays two notes in monotone which sounds like the instrument is being tuned. This clip is a tutorial on how to tune a ukulele.,train,-1,"[""instrumental"", ""slow tempo"", ""two notes"", ""ukelele"", ""stringed instrument"", ""ukelele tuning"", ""tuning lesson"", ""ukele tuning lesson"", ""ukelele tuning tutorial"", ""clear sound""]",,,10.0
musiccaps_7KCikXm6hic_30_40,yt_7KCikXm6hic,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7KCikXm6hic_30_40.mp3,"The Folk song features a sustained string, low bass, subtle tinny bells melody and passionately played breathy and reverberant flute melody. There are some foley effects from the flute which could be quieter in the mix. It sounds very traditional, cinematic and cultural.",test,-1,"[""breathy reverberant passionate flute"", ""sustained strings"", ""low bass"", ""tinny subtle bells melody"", ""traditional"", ""folk"", ""cinematic"", ""cultural"", ""flute foley sound effects""]",,,10.0
musiccaps_7KIn0zojwu8_330_340,yt_7KIn0zojwu8,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7KIn0zojwu8_330_340.mp3,This audio contains someone playing a ballad on a piano then a male voice starts talking and the piano-playing ends. This song may be playing at home practicing piano.,train,-1,"[""piano"", ""male voice talking"", ""medium tempo"", ""ballad""]",,,10.0
musiccaps_7L5HQ4AJyLc_20_30,yt_7L5HQ4AJyLc,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7L5HQ4AJyLc_20_30.mp3,"The song is a hardcore, fiery and intense rock song. There are layers of electric guitar that are overdriven and drums that are powerful. There's a breakdown section that sees snare rolls and a motif on the electric guitar.",test,-1,"[""rock"", ""overdriven electric guitar"", ""contemporary rock"", ""fiery"", ""energetic"", ""intricate electric guitar solo"", ""rock drumming"", ""breakdown section""]",,,10.0
musiccaps_7LlKoQAvXUc_30_40,yt_7LlKoQAvXUc,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7LlKoQAvXUc_30_40.mp3,"A female singer sings this beautiful melody with vocal harmony. The song is medium tempo with a piano accompaniment, steady drumming rhythm, strong bass drum kicks and a steady bass line. The song is melancholic and emotional. The song is a modern Christmas carol.",test,-1,"[""female singer"", ""backup singers"", ""strong bass line"", ""strong bass drum kicks"", ""vocal harmony"", ""piano accompaniment"", ""medium tempo"", ""steady drumming rhythm"", ""string bass drum kicks"", ""string bass line"", ""melancholic"", ""choral music"", ""christmas carols"", ""winter wonderland"", ""emotional"", ""nostalgic"", ""christmas time"", ""december"", ""snowfall"", ""presents""]",,,10.0
musiccaps_7LlnLjZOqVI_30_40,yt_7LlnLjZOqVI,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7LlnLjZOqVI_30_40.mp3,"This music is instrumental . The tempo is medium fast with a catchy drumming rhythm and turntable effect with a vocal riff. The music is youthful, engaging, groovy and buoyant. This is a tutorial on DJ scratching techniques.",train,-1,"[""instrumental"", ""medium fast"", ""scratching"", ""turn table"", ""dj"", ""dj mixer"", ""vocal riff"", ""dj scratching techniques"", ""dj mixer tutorial"", ""catchy beat"", ""energetic"", ""enthusiastic"", ""youthful""]",,,10.0
musiccaps_7Msk_hkz6zk_30_40,yt_7Msk_hkz6zk,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7Msk_hkz6zk_30_40.mp3,"This song is a spirited duet in foreign language . The tempo is fast with male and female vocals, animated digital drums and synthesiser arrangement . The song is upbeat, catchy, engaging, punchy, buoyant and has a nice dance groove. This music is contemporary Regional Pop.",train,-1,"[""duet"", ""female singer"", ""male singer"", ""foreign language"", ""contemporary folk"", ""punchy"", ""peppy"", ""youthful"", ""dance groove"", ""disco pop"", ""buoyant"", ""punchy"", ""regional pop"", ""synthesiser arrangement"", ""drum kit"", ""digital drumming"", ""upbeat"", ""contemporary"", ""groovy rhtyhm"", ""youthful"", ""energetic"", ""electronic music"", ""regional pop"", ""disco pop"", ""world music""]",,,10.0
musiccaps_7MuFNZHhrOE_330_340,yt_7MuFNZHhrOE,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7MuFNZHhrOE_330_340.mp3,"This is the gameplay recording of a video game. A lot of sound effects such as jumping, swinging and shouting related to the video game can be heard. There is an orchestra playing the theme that is composed of strings, brass and percussion. The atmosphere is dramatic and adventurous. Samples from this recording could be used in soundboards or in beat-making.",test,-1,"[""video game theme"", ""orchestra"", ""strings"", ""brass"", ""percussion sound effects"", ""jumping"", ""swinging"", ""shouting"", ""dramatic"", ""tension"", ""adventurous""]",,,10.0
musiccaps_7Mv4eKPe850_110_120,yt_7Mv4eKPe850,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7Mv4eKPe850_110_120.mp3,"The low quality recording features a live performance of a rock song that consists of an energetic female vocal singing over electric guitar chords, punchy snare and kick hits and distorted bass guitar. The recording is very noisy and buzzy, in mono, muffled and messy, as it was probably recorded with a phone. It still sounds energetic.",train,-1,"[""low quality"", ""buzzy"", ""noisy"", ""rock"", ""mono"", ""energetic"", ""muffled"", ""messy"", ""distorted"", ""live performance"", ""punchy kick"", ""punchy snare"", ""distorted bass"", ""energetic female vocal"", ""electric guitar chords""]",,,10.0
musiccaps_7NF2kcEfMBI_420_430,yt_7NF2kcEfMBI,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7NF2kcEfMBI_420_430.mp3,"An instructional guitar lesson featuring a male instructor speaking over nylon string guitar playing a picked single note melody featuring slurring, or hammer-ons and pull-offs.",val,-1,"[""guitar lesson"", ""nylon string acoustic guitar"", ""picked"", ""single note melody"", ""male voice"", ""instructional"", ""slurring"", ""hammer-on"", ""pull-off""]",,,10.0
musiccaps_7NnvEryyYdo_190_200,yt_7NnvEryyYdo,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7NnvEryyYdo_190_200.mp3,This is a cumbia piece. There is a female vocal singing seductively joined by male back vocals singing in the chorus. The trumpet is playing the main melody joined by the piano and the bass guitar in the background. Latin percussion playing a cumbia beat provides the rhythmic background. The atmosphere of the piece is very playful. The ideal setting for this piece can be a latin dance course.,test,-1,"[""cumbia"", ""latin"", ""latin dance"", ""female vocal"", ""seductive singing"", ""male vocals"", ""choir"", ""latin percussion"", ""trumpets"", ""piano"", ""bass guitar"", ""playful"", ""dance""]",,,10.0
musiccaps_7NtM1MM76s0_20_30,yt_7NtM1MM76s0,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7NtM1MM76s0_20_30.mp3,"The low quality recording features a drum roll solo, followed by laughter. The recording is noisy and in mono.",train,-1,"[""low quality"", ""laughing"", ""noisy"", ""mono"", ""drum roll solo""]",,,10.0
musiccaps_7OgH3B49_E4_30_40,yt_7OgH3B49_E4,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7OgH3B49_E4_30_40.mp3,This is an industrial metal piece. The male vocalist in the lead is singing using the fry scream technique. The distorted electric guitar is playing a heavy riff while there is a groovy bass line. There is a loud metal beat being played by the acoustic drums in the rhythmic background. Industrial sound effects can be heard which are distinctive to the industrial and nu metal scenes. The atmosphere is aggressive and energetic. This piece could be played at a rock/metal bar. It could also be included in the soundtrack of an action movie/video game.,test,-1,"[""industrial metal"", ""nu metal"", ""male vocal"", ""fry scream"", ""distorted electric guitar"", ""bass guitar"", ""loud acoustic drums"", ""industrial effects"", ""aggressive"", ""energetic"", ""loud"", ""violent"", ""powerful""]",,,10.0
musiccaps_7OjXHfVoI64_200_210,yt_7OjXHfVoI64,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7OjXHfVoI64_200_210.mp3,"This song is an instrumental interlude of the Gospel song ‘Thorns in the Straw. The music is slow with a melancholic trombone and tuba harmony, acoustic guitar accompaniment , bass, steady drumming,and synthesiser arrangements. The music is soft, mellow, poignant,pensive, sentimental,emotional, reflective and serene. This song is a Gospel Instrumental.",train,-1,"[""instrumental"", ""slow tempo"", ""rhythmic acoustic guitar"", ""trumpets"", ""trombone harmony"", ""tuba accompaniment"", ""bass"", ""piano accompaniment"", ""synthesiser arrangement"", ""soft"", ""mellow"", ""gospel music"", ""instrumental cover"", ""christian song"", ""christian praise and worship"", ""easter song"", ""good friday"", ""christmas song"", ""contemporary christian music"", ""mellow"", ""dulcet"", ""euphonious"", ""sentimental"", ""sere"", ""calm"", ""soothing"", ""emotional""]",,,10.0
musiccaps_7PtHb9jQCtg_130_140,yt_7PtHb9jQCtg,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7PtHb9jQCtg_130_140.mp3,This is an amateur recording of a rock music concert. There is an electric guitar playing the main tune while another electric guitar is starting to play a solo. A bass guitar can be heard in the background playing the root notes of the tune. There is a loud acoustic drum beat in the rhythmic background. The recording is a bit outdated so the quality is pretty low.,test,-1,"[""amateur recording"", ""live performance"", ""rock music"", ""electric guitar"", ""bass guitar"", ""acoustic drums"", ""fans shouting"", ""screams""]",,,10.0
musiccaps_7RUkkhkqyUw_90_100,yt_7RUkkhkqyUw,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7RUkkhkqyUw_90_100.mp3,This is an Afropop music piece. There is a male vocalist singing melodically. The melody is being played by the piano and the keyboard while the rhythmic background consists of an electronic drum beat. There is a sentimental atmosphere to the piece. This piece can be used in the soundtrack of a drama TV series taking place in Africa.,train,-1,"[""afropop"", ""male vocal"", ""melodic singing"", ""piano"", ""keyboard"", ""electronic drums"", ""sentimental""]",,,10.0
musiccaps_7RtQpW2dSU4_10_20,yt_7RtQpW2dSU4,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7RtQpW2dSU4_10_20.mp3,"The low quality recording features a rock song that consists of a passionate female vocal, alongside harmonizing background female vocals, singing over wide acoustic guitar chords, groovy bass, punchy kick and snare hits. It sounds addictive and easygoing, even though the recording is a bit messy.",train,-1,"[""low quality"", ""rock"", ""wide acoustic guitar chords"", ""groovy bass"", ""harmonizing background female vocals"", ""passionate female vocal"", ""punchy kick"", ""punchy snare"", ""shimmering hi hats"", ""addictive"", ""easygoing"", ""messy""]",,,10.0
musiccaps_7S3fU4RHabw_470_480,yt_7S3fU4RHabw,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7S3fU4RHabw_470_480.mp3,"The music has a calming effect. It's a traditional chinese type of song, with a zheng being the lead instrument used for the melody. The song would be suitable for meditation, relaxation, a massage, or any serene environment.",train,-1,"[""east asian music"", ""chinese music"", ""meditation music"", ""calming"", ""relaxing"", ""zheng instrument"", ""traditional chinese instruments"", ""uplifting""]",,,10.0
musiccaps_7TmKzUgWiRU_0_10,yt_7TmKzUgWiRU,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7TmKzUgWiRU_0_10.mp3,"This is a multi track audio. There are several things happening. There’s an energetic song in the background with enthusiastic vocals, drumming and trumpets. There’s a loud whirring of an engine, like a chain saw, beeps and a phone dial tone. The audio is loud, confusing, chaotic, boisterous,unrelated , noisy, loud, dissonant  and unpleasant.",test,-1,"[""instrumental"", ""fast tempo"", ""engine"", ""vigorous"", ""dissonant"", ""unpleasant"", ""superimposed tracks"", ""distorted sounds"", ""dissonant unrelated"", ""boisterous"", ""noisy"", ""chain saw"", ""music"", ""beep"", ""telephone busy signal"", ""running"", ""multiple tracks playing"", ""trumpets"", ""noisy"", ""chaotic"", ""boisterous unrelated"", ""deafening"", ""unpleasant""]",,,10.0
musiccaps_7Us4WHDmfeA_30_40,yt_7Us4WHDmfeA,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7Us4WHDmfeA_30_40.mp3,"The low quality recording features a folk song that consists of a groovy accordion melody, strings melody, acoustic rhythm guitar, energetic drums and some crowd male chants and wide claps. It sounds energetic, fun and happy.",test,-1,"[""happy"", ""fun"", ""low quality"", ""groovy accordion melody"", ""strings melody"", ""energetic drums"", ""male chants"", ""wide claps"", ""acoustic rhythm guitar"", ""energetic"", ""folk""]",,,10.0
musiccaps_7V0G65FK2VQ_0_10,yt_7V0G65FK2VQ,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7V0G65FK2VQ_0_10.mp3,"The song is an instrumental guitar solo. The song tempo is medium with a racy electric guitar solo with a show of technique of note bending, tremolo and playing rhythmically. The song is home video and an average quality recording.",test,-1,"[""electric guitar lead"", ""note bending"", ""playing rhythm guitar"", ""solo guitarist"", ""soloist"", ""no other instrumentation"", ""no percussions"", ""home video"", ""poor quality video"", ""guitar technique"", ""guitar a"", ""plification"", ""medium tempo"", ""spirited"", ""emotional"", ""youthful"", ""groovy"", ""energetic""]",,,10.0
musiccaps_7Vjp9y6wvkY_30_40,yt_7Vjp9y6wvkY,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7Vjp9y6wvkY_30_40.mp3,"This song is a soothing instrumental. The tempo is slow with a melancholic violin harmony, banjo and resonator accompaniment, sound of chimes and a sharp tinkle. The music is soft, soothing, melancholic, serene, meditative, pensive and nostalgic. The music uses country style instrumentation.",test,-1,"[""instrumental"", ""slow tempo"", ""violin harmony"", ""violins"", ""resonator"", ""fiddle"", ""banjo"", ""country instrumental"", ""country music"", ""mandolin"", ""cello"", ""chimes"", ""ambient sounds of nature"", ""piano accompaniment"", ""mellow"", ""celestial"", ""ethereal"", ""soothing"", ""peaceful"", ""bowed string instrument"", ""symphony"", ""melancholic"", ""mellifluous"", ""dulcet""]",,,10.0
musiccaps_7WR-hMV2RKs_170_180,yt_7WR-hMV2RKs,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7WR-hMV2RKs_170_180.mp3,"The low quality recording features a steel drum solo melody over playback instrumental of urban latin song that consists of groovy synth bass, wide brass melody, sizzling synths, syncopated snare and punchy ""4 on the floor"" kick pattern. It sounds addictive, passionate and upbeat. The steel drum is reverberant due to the fact that it was recorded in a medium size room.",train,-1,"[""low quality"", ""playback instrumental"", ""urban latin"", ""groovy synth bass"", ""punchy \""4 on the floor\"" kick"", ""wide brass melody"", ""sizzling synths"", ""syncopated snare"", ""steel drum solo"", ""passionate"", ""addictive"", ""reverberant"", ""upbeat""]",,,10.0
musiccaps_7WZwlOrRELI_30_40,yt_7WZwlOrRELI,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7WZwlOrRELI_30_40.mp3,This is a k-pop song with a bouncy and upbeat feel. The instrumental mainly revolves around an intricate bassline and its interplay with the four on the floor percussive pattern. The vocalist has a gentle and seductive voice.,test,-1,"[""k-pop"", ""pop"", ""dance"", ""four on the floor"", ""upbeat"", ""bright brass instruments"", ""sensual female vocalist"", ""korean lyrics"", ""playful""]",,,10.0
musiccaps_7XMqcbZKNNw_30_40,yt_7XMqcbZKNNw,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7XMqcbZKNNw_30_40.mp3,The music is purely instrumental and so it features no human voice. More gamelans are played but by using different techniques. Other metallic percussion instruments can be heard.,test,-1,"[""instrumental"", ""no voice"", ""metallic percussion"", ""gamelan""]",,,10.0
musiccaps_7XQN9XDnRm4_80_90,yt_7XQN9XDnRm4,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7XQN9XDnRm4_80_90.mp3,"The song is led by a theremin whistle which plays high pitched tones and a harp playing arpeggios in the background. The feel of the song is soothing, tranquil, ethereal - and makes you feel as if you are peacefully sitting in an otherworldly environment.",test,-1,"[""theremin"", ""harp"", ""soothing"", ""atmospheric"", ""gentle"", ""tranquil"", ""ethereal"", ""heavenly"", ""high pitched whistle tone""]",,,10.0
musiccaps_7YWMPBHKdyY_30_40,yt_7YWMPBHKdyY,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\7YWMPBHKdyY_30_40.mp3,This song features a shofar playing the main melody. This is accompanied by a synth playing chords in the background. There are no other instruments in this song. There are no voices in this song. This song can be played in a sad scene in a movie.,train,-1,"[""shofar song"", ""synth sounds"", ""no other instruments"", ""no percussion"", ""no voice"", ""instrumental"", ""slow tempo"", ""sad melody""]",,,10.0
